Driver	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
FTL	GO:0017171	serine hydrolase activity	15/392	202/18662	0.0742574257425743	3.53518387553041	5.30652869002541	2.53125082972168e-05	0.0063030681575129	0.005249399942292	PCSK2/CTSV/HP/AADAC/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	15
FTL	GO:0030594	neurotransmitter receptor activity	10/392	97/18662	0.103092783505155	4.9079528718704	5.65234841589511	3.6923385554655e-05	0.0063030681575129	0.005249399942292	GRIK5/GRIN2A/GRIK3/HTR1B/GRIA1/GABRG3/GABRQ/GPR158/GABRA3/HTR2C	10
FTL	GO:0022836	gated channel activity	19/392	315/18662	0.0603174603174603	2.87154195011338	4.90697142386612	4.11293191354842e-05	0.0063030681575129	0.005249399942292	CACNA2D2/KCNK17/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/KCNQ2/CNGA3/HCN1/GABRA3	19
FTL	GO:0005216	monoatomic ion channel activity	23/392	442/18662	0.0520361990950226	2.47729476405947	4.60410609959121	6.62651788293007e-05	0.0066472661055235	0.0055360591760606	FAIM2/CACNA2D2/SLC26A9/KCNK17/OCA2/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/KCNQ2/CNGA3/HCN1/GABRA3/KCNU1	23
FTL	GO:0008236	serine-type peptidase activity	14/392	196/18662	0.0714285714285714	3.40051020408163	4.94864605646595	7.15496655868471e-05	0.0066472661055235	0.0055360591760606	PCSK2/CTSV/HP/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	14
FTL	GO:0046873	metal ion transmembrane transporter activity	23/392	446/18662	0.0515695067264574	2.45507687379885	4.55583592764911	7.59067907645428e-05	0.0066472661055235	0.0055360591760606	FAIM2/CACNA2D2/KCNK17/SLC30A2/GRIK5/GRIN2A/SLC5A9/KCNE4/SCNN1G/SLC39A5/KCNG3/CACNG4/GRIK3/GRIA1/SLC13A2/SLC6A15/HCN4/SLC9A4/KCNQ2/SLC6A3/CNGA3/HCN1/KCNU1	23
FTL	GO:0004175	endopeptidase activity	21/392	406/18662	0.0517241379310345	2.46243842364532	4.36394238904376	0.0001486459344728	0.0100957520733512	0.0084080703281108	PGC/PCSK2/CAPN6/CTSV/CAPN9/HP/PRSS2/ELANE/CMA1/CTSG/ACE2/AZU1/KLK14/PRSS1/F11/PAPPA2/PCSK1/CLCA2/MMP13/KLK5/ADAMTS20	21
FTL	GO:0015276	ligand-gated monoatomic ion channel activity	13/392	186/18662	0.0698924731182796	3.32738095238095	4.67262778664089	0.0001600969085952	0.0100957520733512	0.0084080703281108	GRIK5/GRIN2A/SCNN1G/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/CNGA3/HCN1/GABRA3	13
FTL	GO:0022834	ligand-gated channel activity	13/392	188/18662	0.0691489361702128	3.29198328267477	4.62648455751673	0.0001780167224934	0.0100957520733512	0.0084080703281108	GRIK5/GRIN2A/SCNN1G/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/CNGA3/HCN1/GABRA3	13
FTL	GO:0046943	carboxylic acid transmembrane transporter activity	13/392	189/18662	0.0687830687830688	3.27456538170824	4.60364501771565	0.000187604861693	0.0100957520733512	0.0084080703281108	SLC16A11/SLC26A9/SLC26A4/GRIK5/SLC51B/SLC16A4/SLC16A12/GRIN2A/GRIK3/GRIA1/SLC13A2/SLC7A2/SLC6A15	13
FTL	GO:0005342	organic acid transmembrane transporter activity	13/392	190/18662	0.068421052631579	3.25733082706767	4.58095757078853	0.0001976329932793	0.0100957520733512	0.0084080703281108	SLC16A11/SLC26A9/SLC26A4/GRIK5/SLC51B/SLC16A4/SLC16A12/GRIN2A/GRIK3/GRIA1/SLC13A2/SLC7A2/SLC6A15	13
FTL	GO:0022824	transmitter-gated monoatomic ion channel activity	7/392	63/18662	0.111111111111111	5.28968253968254	4.99564819720749	0.0003438459036501	0.0150106169671817	0.0125013294909988	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRQ/GABRA3	7
FTL	GO:0022835	transmitter-gated channel activity	7/392	63/18662	0.111111111111111	5.28968253968254	4.99564819720749	0.0003438459036501	0.0150106169671817	0.0125013294909988	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRQ/GABRA3	7
FTL	GO:0047498	calcium-dependent phospholipase A2 activity	4/392	17/18662	0.235294117647059	11.2016806722689	6.16390885821424	0.0003673071036015	0.0150106169671817	0.0125013294909988	PLA2G10/PLA2G4F/PLA2G2A/PLA2G1B	4
FTL	GO:0004970	glutamate-gated receptor activity	4/392	18/18662	0.222222222222222	10.5793650793651	5.95586227803822	0.0004644645873183	0.0177947995016332	0.0148200871611438	GRIK5/GRIN2A/GRIK3/GRIA1	4
FTL	GO:0008514	organic anion transmembrane transporter activity	15/392	270/18662	0.0555555555555556	2.64484126984127	3.98779306094246	0.000622125692599	0.0224331205625418	0.0186830316353272	SLC46A2/SLC16A11/SLC26A9/SLC26A4/GRIK5/SLC51B/SLC16A4/SLC16A12/GRIN2A/SLC39A5/GRIK3/GRIA1/SLC13A2/SLC7A2/SLC6A15	15
FTL	GO:0005272	sodium channel activity	6/392	52/18662	0.115384615384615	5.49313186813187	4.7524643345687	0.0007442709291097	0.024172201923942	0.0201313950942077	GRIK5/SCNN1G/GRIK3/HCN4/CNGA3/HCN1	6
FTL	GO:0015081	sodium ion transmembrane transporter activity	11/392	165/18662	0.0666666666666667	3.17380952380952	4.10822316617873	0.0007492199617535	0.024172201923942	0.0201313950942077	GRIK5/SLC5A9/SCNN1G/GRIK3/SLC13A2/SLC6A15/HCN4/SLC9A4/SLC6A3/CNGA3/HCN1	11
FTL	GO:0005230	extracellular ligand-gated monoatomic ion channel activity	7/392	74/18662	0.0945945945945946	4.50337837837838	4.42311050337818	0.000918376730551	0.0268761105143696	0.0223832980157453	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRQ/GABRA3	7
FTL	GO:0015108	chloride transmembrane transporter activity	9/392	119/18662	0.0756302521008403	3.60054021608643	4.16858126304198	0.0009207150420909	0.0268761105143696	0.0223832980157453	SLC26A9/OCA2/SLC26A4/AQP6/GABRG3/GABRQ/CLCA2/SLC6A3/GABRA3	9
FTL	GO:1904315	transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	6/392	55/18662	0.109090909090909	5.19350649350649	4.5620674503379	0.0010053441683756	0.0280125443279217	0.0233297570173298	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRA3	6
FTL	GO:0005267	potassium channel activity	9/392	124/18662	0.0725806451612903	3.45535714285714	4.01823462003665	0.0012327286191209	0.0315268920983622	0.0262566200183836	KCNK17/GRIK5/KCNE4/KCNG3/GRIK3/HCN4/KCNQ2/HCN1/KCNU1	9
FTL	GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	6/392	58/18662	0.103448275862069	4.92487684729064	4.38508566404226	0.0013316093582214	0.0315268920983622	0.0262566200183836	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRA3	6
FTL	GO:0005221	intracellularly cyclic nucleotide-activated monoatomic cation channel activity	3/392	11/18662	0.272727272727273	12.9837662337662	5.82344296726282	0.0013385994247025	0.0315268920983622	0.0262566200183836	HCN4/CNGA3/HCN1	3
FTL	GO:0043855	cyclic nucleotide-activated monoatomic ion channel activity	3/392	11/18662	0.272727272727273	12.9837662337662	5.82344296726282	0.0013385994247025	0.0315268920983622	0.0262566200183836	HCN4/CNGA3/HCN1	3
FTL	GO:0004867	serine-type endopeptidase inhibitor activity	8/392	102/18662	0.0784313725490196	3.73389355742297	4.05540206310095	0.0013886233061268	0.0315268920983622	0.0262566200183836	SLPI/SERPINA1/WFDC12/SPINK5/SERPIND1/SPINK1/SERPINA6/SERPINA4	8
FTL	GO:0005254	chloride channel activity	7/392	82/18662	0.0853658536585366	4.0640243902439	4.07302903190539	0.0016818563172073	0.0368206400874327	0.0306654253325403	SLC26A9/OCA2/AQP6/GABRG3/GABRQ/CLCA2/GABRA3	7
FTL	GO:0008066	glutamate receptor activity	4/392	26/18662	0.153846153846154	7.32417582417582	4.72667209632202	0.0019874153316616	0.0414066467392339	0.0344848006671734	GRIK5/GRIN2A/GRIK3/GRIA1	4
FTL	GO:0015079	potassium ion transmembrane transporter activity	10/392	160/18662	0.0625	2.97544642857143	3.67584445712509	0.0020840954324434	0.0414066467392339	0.0344848006671734	KCNK17/GRIK5/KCNE4/KCNG3/GRIK3/HCN4/SLC9A4/KCNQ2/HCN1/KCNU1	10
FTL	GO:0005261	monoatomic cation channel activity	16/392	336/18662	0.0476190476190476	2.26700680272109	3.43285895878012	0.0020939739786562	0.0414066467392339	0.0344848006671734	FAIM2/CACNA2D2/KCNK17/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/HCN4/KCNQ2/CNGA3/HCN1/KCNU1	16
AHNAK	GO:0004252	serine-type endopeptidase activity	14/392	178/18662	0.0786516853932584	3.74438202247191	5.3888711956353	2.48493986975045e-05	0.0063030681575129	0.005249399942292	PCSK2/CTSV/HP/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	14
AHNAK	GO:0017171	serine hydrolase activity	15/392	202/18662	0.0742574257425743	3.53518387553041	5.30652869002541	2.53125082972168e-05	0.0063030681575129	0.005249399942292	PCSK2/CTSV/HP/AADAC/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	15
AHNAK	GO:0030594	neurotransmitter receptor activity	10/392	97/18662	0.103092783505155	4.9079528718704	5.65234841589511	3.6923385554655e-05	0.0063030681575129	0.005249399942292	GRIK5/GRIN2A/GRIK3/HTR1B/GRIA1/GABRG3/GABRQ/GPR158/GABRA3/HTR2C	10
AHNAK	GO:0022836	gated channel activity	19/392	315/18662	0.0603174603174603	2.87154195011338	4.90697142386612	4.11293191354842e-05	0.0063030681575129	0.005249399942292	CACNA2D2/KCNK17/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/KCNQ2/CNGA3/HCN1/GABRA3	19
AHNAK	GO:0005216	monoatomic ion channel activity	23/392	442/18662	0.0520361990950226	2.47729476405947	4.60410609959121	6.62651788293007e-05	0.0066472661055235	0.0055360591760606	FAIM2/CACNA2D2/SLC26A9/KCNK17/OCA2/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/KCNQ2/CNGA3/HCN1/GABRA3/KCNU1	23
AHNAK	GO:0008236	serine-type peptidase activity	14/392	196/18662	0.0714285714285714	3.40051020408163	4.94864605646595	7.15496655868471e-05	0.0066472661055235	0.0055360591760606	PCSK2/CTSV/HP/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	14
AHNAK	GO:0046873	metal ion transmembrane transporter activity	23/392	446/18662	0.0515695067264574	2.45507687379885	4.55583592764911	7.59067907645428e-05	0.0066472661055235	0.0055360591760606	FAIM2/CACNA2D2/KCNK17/SLC30A2/GRIK5/GRIN2A/SLC5A9/KCNE4/SCNN1G/SLC39A5/KCNG3/CACNG4/GRIK3/GRIA1/SLC13A2/SLC6A15/HCN4/SLC9A4/KCNQ2/SLC6A3/CNGA3/HCN1/KCNU1	23
AHNAK	GO:0004175	endopeptidase activity	21/392	406/18662	0.0517241379310345	2.46243842364532	4.36394238904376	0.0001486459344728	0.0100957520733512	0.0084080703281108	PGC/PCSK2/CAPN6/CTSV/CAPN9/HP/PRSS2/ELANE/CMA1/CTSG/ACE2/AZU1/KLK14/PRSS1/F11/PAPPA2/PCSK1/CLCA2/MMP13/KLK5/ADAMTS20	21
AHNAK	GO:0015276	ligand-gated monoatomic ion channel activity	13/392	186/18662	0.0698924731182796	3.32738095238095	4.67262778664089	0.0001600969085952	0.0100957520733512	0.0084080703281108	GRIK5/GRIN2A/SCNN1G/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/CNGA3/HCN1/GABRA3	13
AHNAK	GO:0022834	ligand-gated channel activity	13/392	188/18662	0.0691489361702128	3.29198328267477	4.62648455751673	0.0001780167224934	0.0100957520733512	0.0084080703281108	GRIK5/GRIN2A/SCNN1G/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/CNGA3/HCN1/GABRA3	13
AHNAK	GO:0046943	carboxylic acid transmembrane transporter activity	13/392	189/18662	0.0687830687830688	3.27456538170824	4.60364501771565	0.000187604861693	0.0100957520733512	0.0084080703281108	SLC16A11/SLC26A9/SLC26A4/GRIK5/SLC51B/SLC16A4/SLC16A12/GRIN2A/GRIK3/GRIA1/SLC13A2/SLC7A2/SLC6A15	13
AHNAK	GO:0005342	organic acid transmembrane transporter activity	13/392	190/18662	0.068421052631579	3.25733082706767	4.58095757078853	0.0001976329932793	0.0100957520733512	0.0084080703281108	SLC16A11/SLC26A9/SLC26A4/GRIK5/SLC51B/SLC16A4/SLC16A12/GRIN2A/GRIK3/GRIA1/SLC13A2/SLC7A2/SLC6A15	13
AHNAK	GO:0022824	transmitter-gated monoatomic ion channel activity	7/392	63/18662	0.111111111111111	5.28968253968254	4.99564819720749	0.0003438459036501	0.0150106169671817	0.0125013294909988	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRQ/GABRA3	7
AHNAK	GO:0022835	transmitter-gated channel activity	7/392	63/18662	0.111111111111111	5.28968253968254	4.99564819720749	0.0003438459036501	0.0150106169671817	0.0125013294909988	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRQ/GABRA3	7
AHNAK	GO:0047498	calcium-dependent phospholipase A2 activity	4/392	17/18662	0.235294117647059	11.2016806722689	6.16390885821424	0.0003673071036015	0.0150106169671817	0.0125013294909988	PLA2G10/PLA2G4F/PLA2G2A/PLA2G1B	4
AHNAK	GO:0004970	glutamate-gated receptor activity	4/392	18/18662	0.222222222222222	10.5793650793651	5.95586227803822	0.0004644645873183	0.0177947995016332	0.0148200871611438	GRIK5/GRIN2A/GRIK3/GRIA1	4
AHNAK	GO:0008514	organic anion transmembrane transporter activity	15/392	270/18662	0.0555555555555556	2.64484126984127	3.98779306094246	0.000622125692599	0.0224331205625418	0.0186830316353272	SLC46A2/SLC16A11/SLC26A9/SLC26A4/GRIK5/SLC51B/SLC16A4/SLC16A12/GRIN2A/SLC39A5/GRIK3/GRIA1/SLC13A2/SLC7A2/SLC6A15	15
AHNAK	GO:0005272	sodium channel activity	6/392	52/18662	0.115384615384615	5.49313186813187	4.7524643345687	0.0007442709291097	0.024172201923942	0.0201313950942077	GRIK5/SCNN1G/GRIK3/HCN4/CNGA3/HCN1	6
AHNAK	GO:0015081	sodium ion transmembrane transporter activity	11/392	165/18662	0.0666666666666667	3.17380952380952	4.10822316617873	0.0007492199617535	0.024172201923942	0.0201313950942077	GRIK5/SLC5A9/SCNN1G/GRIK3/SLC13A2/SLC6A15/HCN4/SLC9A4/SLC6A3/CNGA3/HCN1	11
AHNAK	GO:0005230	extracellular ligand-gated monoatomic ion channel activity	7/392	74/18662	0.0945945945945946	4.50337837837838	4.42311050337818	0.000918376730551	0.0268761105143696	0.0223832980157453	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRQ/GABRA3	7
AHNAK	GO:0015108	chloride transmembrane transporter activity	9/392	119/18662	0.0756302521008403	3.60054021608643	4.16858126304198	0.0009207150420909	0.0268761105143696	0.0223832980157453	SLC26A9/OCA2/SLC26A4/AQP6/GABRG3/GABRQ/CLCA2/SLC6A3/GABRA3	9
AHNAK	GO:1904315	transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	6/392	55/18662	0.109090909090909	5.19350649350649	4.5620674503379	0.0010053441683756	0.0280125443279217	0.0233297570173298	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRA3	6
AHNAK	GO:0005267	potassium channel activity	9/392	124/18662	0.0725806451612903	3.45535714285714	4.01823462003665	0.0012327286191209	0.0315268920983622	0.0262566200183836	KCNK17/GRIK5/KCNE4/KCNG3/GRIK3/HCN4/KCNQ2/HCN1/KCNU1	9
AHNAK	GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	6/392	58/18662	0.103448275862069	4.92487684729064	4.38508566404226	0.0013316093582214	0.0315268920983622	0.0262566200183836	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRA3	6
AHNAK	GO:0005221	intracellularly cyclic nucleotide-activated monoatomic cation channel activity	3/392	11/18662	0.272727272727273	12.9837662337662	5.82344296726282	0.0013385994247025	0.0315268920983622	0.0262566200183836	HCN4/CNGA3/HCN1	3
AHNAK	GO:0043855	cyclic nucleotide-activated monoatomic ion channel activity	3/392	11/18662	0.272727272727273	12.9837662337662	5.82344296726282	0.0013385994247025	0.0315268920983622	0.0262566200183836	HCN4/CNGA3/HCN1	3
AHNAK	GO:0004867	serine-type endopeptidase inhibitor activity	8/392	102/18662	0.0784313725490196	3.73389355742297	4.05540206310095	0.0013886233061268	0.0315268920983622	0.0262566200183836	SLPI/SERPINA1/WFDC12/SPINK5/SERPIND1/SPINK1/SERPINA6/SERPINA4	8
AHNAK	GO:0005254	chloride channel activity	7/392	82/18662	0.0853658536585366	4.0640243902439	4.07302903190539	0.0016818563172073	0.0368206400874327	0.0306654253325403	SLC26A9/OCA2/AQP6/GABRG3/GABRQ/CLCA2/GABRA3	7
AHNAK	GO:0008066	glutamate receptor activity	4/392	26/18662	0.153846153846154	7.32417582417582	4.72667209632202	0.0019874153316616	0.0414066467392339	0.0344848006671734	GRIK5/GRIN2A/GRIK3/GRIA1	4
AHNAK	GO:0015079	potassium ion transmembrane transporter activity	10/392	160/18662	0.0625	2.97544642857143	3.67584445712509	0.0020840954324434	0.0414066467392339	0.0344848006671734	KCNK17/GRIK5/KCNE4/KCNG3/GRIK3/HCN4/SLC9A4/KCNQ2/HCN1/KCNU1	10
AHNAK	GO:0005261	monoatomic cation channel activity	16/392	336/18662	0.0476190476190476	2.26700680272109	3.43285895878012	0.0020939739786562	0.0414066467392339	0.0344848006671734	FAIM2/CACNA2D2/KCNK17/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/HCN4/KCNQ2/CNGA3/HCN1/KCNU1	16
PLEC	GO:0004252	serine-type endopeptidase activity	14/392	178/18662	0.0786516853932584	3.74438202247191	5.3888711956353	2.48493986975045e-05	0.0063030681575129	0.005249399942292	PCSK2/CTSV/HP/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	14
PLEC	GO:0017171	serine hydrolase activity	15/392	202/18662	0.0742574257425743	3.53518387553041	5.30652869002541	2.53125082972168e-05	0.0063030681575129	0.005249399942292	PCSK2/CTSV/HP/AADAC/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	15
PLEC	GO:0030594	neurotransmitter receptor activity	10/392	97/18662	0.103092783505155	4.9079528718704	5.65234841589511	3.6923385554655e-05	0.0063030681575129	0.005249399942292	GRIK5/GRIN2A/GRIK3/HTR1B/GRIA1/GABRG3/GABRQ/GPR158/GABRA3/HTR2C	10
PLEC	GO:0022836	gated channel activity	19/392	315/18662	0.0603174603174603	2.87154195011338	4.90697142386612	4.11293191354842e-05	0.0063030681575129	0.005249399942292	CACNA2D2/KCNK17/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/KCNQ2/CNGA3/HCN1/GABRA3	19
PLEC	GO:0005216	monoatomic ion channel activity	23/392	442/18662	0.0520361990950226	2.47729476405947	4.60410609959121	6.62651788293007e-05	0.0066472661055235	0.0055360591760606	FAIM2/CACNA2D2/SLC26A9/KCNK17/OCA2/GRIK5/GRIN2A/KCNE4/SCNN1G/KCNG3/CACNG4/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/KCNQ2/CNGA3/HCN1/GABRA3/KCNU1	23
PLEC	GO:0008236	serine-type peptidase activity	14/392	196/18662	0.0714285714285714	3.40051020408163	4.94864605646595	7.15496655868471e-05	0.0066472661055235	0.0055360591760606	PCSK2/CTSV/HP/PRSS2/ELANE/CMA1/CTSG/AZU1/KLK14/PRSS1/F11/PCSK1/MMP13/KLK5	14
PLEC	GO:0046873	metal ion transmembrane transporter activity	23/392	446/18662	0.0515695067264574	2.45507687379885	4.55583592764911	7.59067907645428e-05	0.0066472661055235	0.0055360591760606	FAIM2/CACNA2D2/KCNK17/SLC30A2/GRIK5/GRIN2A/SLC5A9/KCNE4/SCNN1G/SLC39A5/KCNG3/CACNG4/GRIK3/GRIA1/SLC13A2/SLC6A15/HCN4/SLC9A4/KCNQ2/SLC6A3/CNGA3/HCN1/KCNU1	23
PLEC	GO:0004175	endopeptidase activity	21/392	406/18662	0.0517241379310345	2.46243842364532	4.36394238904376	0.0001486459344728	0.0100957520733512	0.0084080703281108	PGC/PCSK2/CAPN6/CTSV/CAPN9/HP/PRSS2/ELANE/CMA1/CTSG/ACE2/AZU1/KLK14/PRSS1/F11/PAPPA2/PCSK1/CLCA2/MMP13/KLK5/ADAMTS20	21
PLEC	GO:0015276	ligand-gated monoatomic ion channel activity	13/392	186/18662	0.0698924731182796	3.32738095238095	4.67262778664089	0.0001600969085952	0.0100957520733512	0.0084080703281108	GRIK5/GRIN2A/SCNN1G/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/CNGA3/HCN1/GABRA3	13
PLEC	GO:0022834	ligand-gated channel activity	13/392	188/18662	0.0691489361702128	3.29198328267477	4.62648455751673	0.0001780167224934	0.0100957520733512	0.0084080703281108	GRIK5/GRIN2A/SCNN1G/GRIK3/GRIA1/AQP6/GABRG3/GABRQ/CLCA2/HCN4/CNGA3/HCN1/GABRA3	13
PLEC	GO:0046943	carboxylic acid transmembrane transporter activity	13/392	189/18662	0.0687830687830688	3.27456538170824	4.60364501771565	0.000187604861693	0.0100957520733512	0.0084080703281108	SLC16A11/SLC26A9/SLC26A4/GRIK5/SLC51B/SLC16A4/SLC16A12/GRIN2A/GRIK3/GRIA1/SLC13A2/SLC7A2/SLC6A15	13
PLEC	GO:0005342	organic acid transmembrane transporter activity	13/392	190/18662	0.068421052631579	3.25733082706767	4.58095757078853	0.0001976329932793	0.0100957520733512	0.0084080703281108	SLC16A11/SLC26A9/SLC26A4/GRIK5/SLC51B/SLC16A4/SLC16A12/GRIN2A/GRIK3/GRIA1/SLC13A2/SLC7A2/SLC6A15	13
PLEC	GO:0022824	transmitter-gated monoatomic ion channel activity	7/392	63/18662	0.111111111111111	5.28968253968254	4.99564819720749	0.0003438459036501	0.0150106169671817	0.0125013294909988	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRQ/GABRA3	7
PLEC	GO:0022835	transmitter-gated channel activity	7/392	63/18662	0.111111111111111	5.28968253968254	4.99564819720749	0.0003438459036501	0.0150106169671817	0.0125013294909988	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRQ/GABRA3	7
PLEC	GO:0047498	calcium-dependent phospholipase A2 activity	4/392	17/18662	0.235294117647059	11.2016806722689	6.16390885821424	0.0003673071036015	0.0150106169671817	0.0125013294909988	PLA2G10/PLA2G4F/PLA2G2A/PLA2G1B	4
PLEC	GO:0004970	glutamate-gated receptor activity	4/392	18/18662	0.222222222222222	10.5793650793651	5.95586227803822	0.0004644645873183	0.0177947995016332	0.0148200871611438	GRIK5/GRIN2A/GRIK3/GRIA1	4
PLEC	GO:0008514	organic anion transmembrane transporter activity	15/392	270/18662	0.0555555555555556	2.64484126984127	3.98779306094246	0.000622125692599	0.0224331205625418	0.0186830316353272	SLC46A2/SLC16A11/SLC26A9/SLC26A4/GRIK5/SLC51B/SLC16A4/SLC16A12/GRIN2A/SLC39A5/GRIK3/GRIA1/SLC13A2/SLC7A2/SLC6A15	15
PLEC	GO:0005272	sodium channel activity	6/392	52/18662	0.115384615384615	5.49313186813187	4.7524643345687	0.0007442709291097	0.024172201923942	0.0201313950942077	GRIK5/SCNN1G/GRIK3/HCN4/CNGA3/HCN1	6
PLEC	GO:0015081	sodium ion transmembrane transporter activity	11/392	165/18662	0.0666666666666667	3.17380952380952	4.10822316617873	0.0007492199617535	0.024172201923942	0.0201313950942077	GRIK5/SLC5A9/SCNN1G/GRIK3/SLC13A2/SLC6A15/HCN4/SLC9A4/SLC6A3/CNGA3/HCN1	11
PLEC	GO:0005230	extracellular ligand-gated monoatomic ion channel activity	7/392	74/18662	0.0945945945945946	4.50337837837838	4.42311050337818	0.000918376730551	0.0268761105143696	0.0223832980157453	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRQ/GABRA3	7
PLEC	GO:0015108	chloride transmembrane transporter activity	9/392	119/18662	0.0756302521008403	3.60054021608643	4.16858126304198	0.0009207150420909	0.0268761105143696	0.0223832980157453	SLC26A9/OCA2/SLC26A4/AQP6/GABRG3/GABRQ/CLCA2/SLC6A3/GABRA3	9
PLEC	GO:1904315	transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential	6/392	55/18662	0.109090909090909	5.19350649350649	4.5620674503379	0.0010053441683756	0.0280125443279217	0.0233297570173298	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRA3	6
PLEC	GO:0005267	potassium channel activity	9/392	124/18662	0.0725806451612903	3.45535714285714	4.01823462003665	0.0012327286191209	0.0315268920983622	0.0262566200183836	KCNK17/GRIK5/KCNE4/KCNG3/GRIK3/HCN4/KCNQ2/HCN1/KCNU1	9
PLEC	GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	6/392	58/18662	0.103448275862069	4.92487684729064	4.38508566404226	0.0013316093582214	0.0315268920983622	0.0262566200183836	GRIK5/GRIN2A/GRIK3/GRIA1/GABRG3/GABRA3	6
PLEC	GO:0005221	intracellularly cyclic nucleotide-activated monoatomic cation channel activity	3/392	11/18662	0.272727272727273	12.9837662337662	5.82344296726282	0.0013385994247025	0.0315268920983622	0.0262566200183836	HCN4/CNGA3/HCN1	3
PLEC	GO:0043855	cyclic nucleotide-activated monoatomic ion channel activity	3/392	11/18662	0.272727272727273	12.9837662337662	5.82344296726282	0.0013385994247025	0.0315268920983622	0.0262566200183836	HCN4/CNGA3/HCN1	3
PLEC	GO:0004867	serine-type endopeptidase inhibitor activity	8/392	102/18662	0.0784313725490196	3.73389355742297	4.05540206310095	0.0013886233061268	0.0315268920983622	0.0262566200183836	SLPI/SERPINA1/WFDC12/SPINK5/SERPIND1/SPINK1/SERPINA6/SERPINA4	8
PLEC	GO:0005254	chloride channel activity	7/392	82/18662	0.0853658536585366	4.0640243902439	4.07302903190539	0.0016818563172073	0.0368206400874327	0.0306654253325403	SLC26A9/OCA2/AQP6/GABRG3/GABRQ/CLCA2/GABRA3	7
PLEC	GO:0008066	glutamate receptor activity	4/392	26/18662	0.153846153846154	7.32417582417582	4.72667209632202	0.0019874153316616	0.0414066467392339	0.0344848006671734	GRIK5/GRIN2A/GRIK3/GRIA1	4
